sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,2568192,14372864,156,841,0.0,0.0,17006041,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40960,2101248,3,486,0.0,0.0,43148,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4177920,14340096,257,863,0.0,0.0,18410778,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2433024,14376960,149,887,0.0,0.0,41266106,0.0,0.0,0.0
0.0,0.0,0.0,0.0,143360,1961984,8,482,0.0,0.0,118593,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3130368,14274560,190,876,0.0,0.0,5452875,0.0,0.0,0.0
0.0,0.0,0.0,0.0,184320,1929216,11,510,0.0,0.0,165524,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3903488,14888960,241,936,0.0,0.0,3605653,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2053120,13623296,126,841,0.0,0.0,6218940,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 10000
