sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,90112,2617344,10,452,0.0,0.0,124809,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4150272,15613952,260,894,0.0,0.0,8071178,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3907584,14884864,232,787,0.0,0.0,3222864,0.0,0.0,0.0
0.0,0.0,0.0,0.0,99328,2322432,10,472,0.0,0.0,4376277,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3866624,17510400,176,902,0.0,0.0,8951802,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3035136,17334272,124,1033,0.0,0.0,4283671,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2717184,16502784,139,1107,0.0,0.0,14429536,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2711552,16269312,168,1116,0.0,0.0,3045946,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1754624,16855040,108,1041,0.0,0.0,12711211,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 20000
