sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,1306624,4308992,86,632,0.0,0.0,16100,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8757248,54267904,478,2357,0.0,0.0,58755202,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6701056,28807168,412,1511,0.0,0.0,4963068,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7163904,29822976,440,1525,0.0,0.0,28011056,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3325952,29655040,208,1553,0.0,0.0,9595704,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4341760,29913088,271,1569,0.0,0.0,34068074,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6193152,29540352,316,1536,0.0,0.0,5044693,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6845952,29466624,393,1519,0.0,0.0,72385575,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6819328,27586560,424,1395,0.0,0.0,13473720,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 100000
