TCP_sent,TCP_recv,DISK_read,DISK_write,DISK_read_cnt,DISK_write_cnt,CPU_usage
0,0,10174464,43708416,534,498,0.549485059
0,0,13073408,47984640,478,1776,0.520755499
0,0,2288640,16302080,124,642,0.527842486
0,0,8308224,48386048,378,1842,0.514372894
0,0,7294976,42487808,336,1654,0.515434902
0,0,17498112,47108096,567,1801,0.516389848
0,0,917504,15540224,61,752,0.520991623
0,0,6516736,48267264,415,1872,0.51792786
0,0,2203648,17334272,84,812,0.525528043
0,0,6409216,47800320,346,1883,0.514738828
0,0,2179072,14110720,108,713,0.515596581
0,0,8410624,46018560,402,1816,0.517536619
0,0,1005056,13283328,71,713,0.530151652
0,0,9252864,50208768,335,2001,0.515559047
0,0,2322432,10539008,146,621,0.524366091
0,0,9842688,51761152,469,2050,0.517959425
0,0,2981888,11812864,78,680,0.522562928
0,0,6479872,45674496,305,1872,0.517237121
0,0,6111232,14909440,168,809,0.521008853
0,0,7116800,47869952,261,1943,0.51546343
0,0,1048576,2879488,64,128,0.501341576

SYSBENCH OUTPUT:
sysbench 1.0.20 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 20
Initializing random number generator from current time


Initializing worker threads...

Threads started!

SQL statistics:
queries performed:
read:                            110796
write:                           31656
other:                           15828
total:                           158280
transactions:                        7914   (786.34 per sec.)
queries:                             158280 (15726.84 per sec.)
ignored errors:                      0      (0.00 per sec.)
reconnects:                          0      (0.00 per sec.)

General statistics:
total time:                          10.0633s
total number of events:              7914

Latency (ms):
min:                                    8.17
avg:                                   25.32
max:                                  258.17
95th percentile:                       54.83
sum:                               200401.11

Threads fairness:
events (avg/stddev):           395.7000/6.35
execution time (avg/stddev):   10.0201/0.02


TEST_INFO: --table-size=70000 --tables=10 --threads=20 /usr/share/sysbench/oltp_read_write.lua run interval = 0.5s
