sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,29188608,126496768,1151,3554,0.0,0.0,302215968,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11628032,72650752,614,2707,0.0,0.0,85786891,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14592512,64028672,534,2614,0.0,0.0,335042426,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11010048,61071360,433,2531,0.0,0.0,201341414,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17711104,62763008,680,2566,0.0,0.0,79958020,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6935040,61325312,451,2627,0.0,0.0,176278591,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17939968,62722048,609,2639,0.0,0.0,213804140,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12844032,62935040,410,2685,0.0,0.0,115372246,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12785152,58159104,447,2350,0.0,0.0,118767416,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 100000
