sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,53143552,115802112,2350,4132,0.0,0.0,660047872,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35492352,124076032,1784,4505,0.0,0.0,273862188,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37420544,123400192,1634,4500,0.0,0.0,875168691,0.0,0.0,0.0
0.0,0.0,0.0,0.0,28102656,111001600,1294,4352,0.0,0.0,655186742,0.0,0.0,0.0
0.0,0.0,0.0,0.0,24050688,102506496,1121,3795,0.0,0.0,34510083,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29702144,101982208,1469,3775,0.0,0.0,827445449,0.0,0.0,0.0
0.0,0.0,0.0,0.0,25996288,107626496,1321,4031,0.0,0.0,217930027,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29177344,113819648,1249,4401,0.0,0.0,669770678,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31543808,110018560,1323,4144,0.0,0.0,336302245,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 300000
