sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
0.0,0.0,0.0,0.0,39631360,132501504,2010,4897,0.0,0.0,295501535,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43949568,126140416,2152,4631,0.0,0.0,348276458,0.0,0.0,0.0
0.0,0.0,0.0,0.0,25828352,110284800,1230,4477,0.0,0.0,230280599,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41707008,100319744,2176,3603,0.0,0.0,662381416,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34510848,126713856,1488,4683,0.0,0.0,465177996,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33751040,115007488,1672,4445,0.0,0.0,749679062,0.0,0.0,0.0
0.0,0.0,0.0,0.0,27648000,126562304,1362,4960,0.0,0.0,450560961,0.0,0.0,0.0
0.0,0.0,0.0,0.0,52638720,138571776,2235,5098,0.0,0.0,495094534,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64188416,158183424,3532,5614,0.0,0.0,315489379,0.0,0.0,0.0
TABLES: 10
TABLE_SIZE: 500000
