TimeStamp,CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.MEMINFO.MemTotal,MEM.MEMINFO.MemFree,MEM.MEMINFO.MemAvailable,MEM.MEMINFO.SwapTotal,MEM.MEMINFO.Dirty,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,PROCESS.SCHED.exec_start#firewalld,PROCESS.SCHED.vruntime#firewalld,PROCESS.SCHED.sum_exec_runtime#firewalld,PROCESS.SCHED.switches#firewalld,PROCESS.SCHED.voluntary_switches#firewalld,PROCESS.SCHED.involuntary_switches#firewalld,PROCESS.SCHED.exec_start#dockerd,PROCESS.SCHED.vruntime#dockerd,PROCESS.SCHED.sum_exec_runtime#dockerd,PROCESS.SCHED.switches#dockerd,PROCESS.SCHED.voluntary_switches#dockerd,PROCESS.SCHED.involuntary_switches#dockerd
17:21:54,0.1,0.0,0.25,0.0,3.31,0.1,0.0,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.32,3.0,3.0,0.0,0.0,0.0,31380320.0,23604772.0,26014748.0,16379900.0,4.0,0.0,0.476,26.678,3.946,-1.0,-1.0,1.0,0.476,0.0,0.0,0.0,35686.0,1840.0,0.0,4.0,1.0,8.0,1839.0,1.0,1229.0,0.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:55,0.25,0.0,0.2,0.0,3.45,0.05,0.0,0.0,3.95,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.42,5.0,3.0,0.0,0.0,0.0,31380320.0,23601748.0,26011724.0,16379900.0,12.0,0.0,0.431,23.514,3.03,-1.0,-1.0,1.0,0.431,0.0,0.0,0.0,36039.0,1915.0,0.0,4.0,1.0,0.0,1869.0,1.0,1226.0,0.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:57,0.15,0.0,0.15,0.1,3.6,0.0,0.0,0.0,3.9,3.9,0.0,14.0,0.0,0.09,0.0,0.0,0.0,6.54,0.0,1.71,2.4,0.02,0.05,0.11,1.0,1.0,0.0,0.0,0.0,31380320.0,23590336.0,26000312.0,16379900.0,20.0,0.0,0.452,20.244,2.569,-1.0,-1.0,1.0,0.452,0.0,0.0,92.0,35842.0,1748.0,0.0,4.0,1.0,0.0,1721.0,1.0,1229.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:58,0.15,0.0,0.25,0.0,3.41,0.0,0.0,0.0,3.81,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.97,10.0,9.0,0.0,0.0,0.0,31380320.0,23589548.0,25999524.0,16379900.0,12.0,0.0,0.543,26.768,4.141,-1.0,-1.0,1.0,0.543,0.0,0.0,0.0,35255.0,2045.0,0.0,4.0,1.0,23.0,2008.0,1.0,1231.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:59,0.25,0.0,0.25,0.0,3.47,0.0,0.0,0.0,3.97,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.84,9.0,8.0,0.0,0.0,0.0,31380320.0,23588296.0,25998272.0,16379900.0,12.0,0.0,0.616,29.364,4.236,-1.0,-1.0,1.0,0.616,0.0,0.0,0.0,38102.0,2718.0,0.0,4.0,1.0,27.0,2670.0,0.0,1207.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22:01,0.1,0.0,0.15,0.0,3.56,0.0,0.0,0.0,3.81,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,3.0,3.0,0.0,0.0,0.0,31380320.0,23702268.0,26112244.0,16379900.0,212.0,0.0,0.448,25.176,3.355,-1.0,-1.0,1.0,0.448,0.0,0.0,0.0,36394.0,1740.0,0.0,4.0,2.0,0.0,1734.0,4.0,1212.0,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22:02,0.15,0.0,0.15,0.05,3.41,0.05,0.0,0.0,3.76,3.75,0.0,18.0,0.0,0.54,0.0,10.0,0.0,30.89,0.0,1.94,1.0,0.03,4.94,2.04,12.0,13.0,0.0,0.0,0.0,31380320.0,23704844.0,26114832.0,16379900.0,548.0,0.0,0.442,29.778,4.004,-1.0,-1.0,1.0,0.442,0.0,0.0,556.0,35865.0,2019.0,0.0,4.0,1.0,0.0,1981.0,2.0,1211.0,0.26,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22:03,0.15,0.0,0.3,0.0,3.41,0.05,0.0,0.0,3.91,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.09,16.0,16.0,0.0,0.0,0.0,31380320.0,23704396.0,26114388.0,16379900.0,0.0,0.0,0.558,29.865,4.338,-1.0,-1.0,1.0,0.558,0.0,0.0,0.0,36159.0,2422.0,0.0,4.0,1.0,20.0,2365.0,1.0,1210.0,0.26,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22:05,0.15,0.0,0.25,0.0,3.45,0.15,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.54,6.0,5.0,0.0,0.0,0.0,31380320.0,23707860.0,26117852.0,16379900.0,12.0,0.0,0.491,23.665,3.578,-1.0,-1.0,1.0,0.491,0.0,0.0,0.0,35613.0,2054.0,0.0,4.0,1.0,19.0,2040.0,4.0,1214.0,0.26,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22:06,0.25,0.0,0.15,0.0,3.41,0.0,0.0,0.0,3.81,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,4.17,14.0,15.0,0.0,0.0,0.0,31380320.0,23706136.0,26116144.0,16379900.0,24.0,0.0,0.493,27.217,4.073,-1.0,-1.0,1.0,0.493,0.0,0.0,0.0,35410.0,1956.0,0.0,4.0,2.0,0.0,1928.0,1.0,1210.0,0.26,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
