CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.MEMINFO.MemTotal,MEM.MEMINFO.MemFree,MEM.MEMINFO.MemAvailable,MEM.MEMINFO.SwapTotal,MEM.MEMINFO.Dirty,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.appname
0.6,0,0.25,4.36,3.86,0.15,0,0,4.86,4.85,0,1716,0,6.39,0,0,0,3.81,0,0.57,99.9,0.38,0.22,0.35,3,4,0,0,0,31380316,8306180,22450440,16379900,1880,0,1.311,25.206,2.154,-1,-1,1,1.311,1,0,6522,39149,22932,0,5,0,0,22854,0,1655,1.3,1.23,0,fileio stress
0.55,0,0.45,4.36,3.81,0.1,0,0,4.91,4.9,0,1712,0,6.48,0,0,0,3.87,0,0.57,100.1,0.38,0.05,0.14,1,2,0,0,0,31380316,8305140,22449404,16379900,2072,0,1.229,39.453,3.949,-1,-1,1,1.229,1,0,6602,38703,22141,0,5,0,0,22125,0,1658,1.35,1.24,0,fileio stress
1.15,0,0.45,4.31,3.86,0.2,0,0,5.66,5.66,0,1689,0,6.7,0,0.12,0,4.06,0,0.58,99.8,0.39,0.15,0.19,3,3,0,0,0,31380316,8303180,22447444,16379900,2296,0,1.353,30.897,3.774,-1,-1,1,1.353,0,0,6861,40778,22865,0,5,2,0,22824,1,1655,1.35,1.24,0,fileio stress
0.65,0,0.4,4.36,3.81,0.1,0,0,4.96,4.96,0,1721,0,6.51,0,0,0,3.87,0,0.57,100.2,0.39,0.2,0.26,4,4,0,0,0,31380316,8304960,22449224,16379900,1716,0,1.375,23.462,2.026,-1,-1,1,1.375,1,0,6662,39307,22370,0,5,3,0,22328,2,1658,1.35,1.24,0,fileio stress
0.35,0,0.35,4.31,4.01,0.2,0,0,4.91,4.9,0,1695,0,6.43,0,0,0,3.88,0,0.59,100.1,0.4,0.3,0.25,3,4,0,0,0,31380316,8292800,22437064,16379900,1720,0,1.379,25.96,2.109,-1,-1,1,1.379,1,0,6550,40408,22469,0,4,0,0,22414,0,1655,1.35,1.24,0,fileio stress
0.5,0,0.35,4.41,3.81,0.1,0,0,4.76,4.75,0,1732,0,6.58,0,0,0,3.89,0,0.57,99.9,0.39,0.1,0.06,2,1,0,0,0,31380316,8292188,22436452,16379900,1708,0,1.407,22.89,1.938,-1,-1,1,1.407,1,0,6740,38527,23636,0,5,2,0,23606,3,1658,1.41,1.25,0,fileio stress
0.5,0,0.55,4.34,3.84,0.25,0,0,5.14,5.14,0,1703,0,6.46,0,0.06,0,3.89,0,0.57,99.9,0.38,0.05,0.13,1,2,0,0,0,31380316,8292020,22436284,16379900,1964,0,1.385,22.744,1.871,-1,-1,1,1.385,1,0,6635,38439,22420,0,5,0,0,22417,0,1655,1.41,1.25,0,fileio stress
0.7,0,0.45,4.36,3.81,0.05,0,0,5.01,5.01,0,1707,0,6.46,0,0,0,3.88,0,0.57,100,0.39,4.79,1.22,9,9,0.04,0,0,31380316,8291752,22436016,16379900,1400,0,1.418,26.866,2.532,-1,-1,1,1.418,1,0,6620,39407,22903,0,5,1,1,23244,0,1655,1.41,1.25,0,fileio stress
0.35,0,0.35,4.37,3.67,0.2,0,0,4.57,4.57,0,1706,0,6.45,0,0,0,3.87,0,0.57,100.1,0.39,0.1,0.13,2,2,0,0,0,31380316,8300512,22444776,16379900,1548,0,1.455,22.854,1.842,-1,-1,1,1.455,1,0,6584,39872,21624,0,4,0,2,21618,0,1655,1.41,1.25,0,fileio stress
0.6,0,0.35,4.35,3.8,0.05,0,0,4.8,4.8,0,1717,0,6.41,0,0,0,3.82,0,0.57,100,0.39,0.05,0.06,1,1,0,0,0,31380316,8299244,22443508,16379900,1692,0,1.48,21.254,1.645,-1,-1,1,1.48,1,0,6549,39520,22210,0,5,1,4,22201,0,1657,1.45,1.26,0,fileio stress
