sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,procs
106253685.0,113690832.0,4006.0,7823.0,21085696.0,21184512.0,519.0,526.0,546089676.0,0.0,561964971.0,7534313454.0,1933043243.0,9419774457.0,14
104631331.0,113844064.0,3952.0,7810.0,21584896.0,21588992.0,540.0,542.0,599188397.0,0.0,578834599.0,7229853707.0,1759785044.0,8847984004.0,14
99597458.0,108524312.0,3762.0,7450.0,21385728.0,21445120.0,528.0,535.0,556416176.0,0.0,558024144.0,11991499227.0,1751057318.0,9382222814.0,14
102275072.0,111663588.0,3853.0,7638.0,21304832.0,21318656.0,537.0,539.0,597470879.0,0.0,578186578.0,12585377414.0,1928767894.0,9750049789.0,14
98699575.0,107528382.0,3726.0,7386.0,21251584.0,21348352.0,566.0,578.0,492188855.0,0.0,546395421.0,7241405459.0,1911538288.0,9079353818.0,14
96915355.0,105458102.0,3655.0,7219.0,64904704.0,64925184.0,602.0,604.0,2121606126.0,0.0,731167352.0,8123573202.0,2054344948.0,9671148625.0,14
102283402.0,111609617.0,3856.0,7663.0,20960256.0,20959232.0,545.0,546.0,589159576.0,0.0,593001257.0,7522327040.0,1734140818.0,9187135531.0,14
103073961.0,112593064.0,3874.0,7675.0,21324800.0,21328896.0,521.0,521.0,1201469959.0,0.0,552399824.0,6939106117.0,1891541508.0,9037338778.0,14
103344552.0,112961069.0,3909.0,7737.0,21960192.0,21947392.0,563.0,563.0,1232314988.0,0.0,595943109.0,8141670022.0,2179561444.0,9747280421.0,14
103045703.0,111795520.0,3887.0,7686.0,21623296.0,21631488.0,527.0,529.0,1189884702.0,0.0,567744261.0,9015888364.0,2839881056.0,10103452938.0,14
95329930.0,104716874.0,3606.0,7209.0,20731904.0,20731904.0,479.0,478.0,590704114.0,0.0,506462477.0,6627560204.0,1876840566.0,9041557454.0,14
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 5]
Points per series: 10000
Total series: 2500
Total points: 25000000
Total fields per point: 1
