sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,procs
98017672.0,106621413.0,4033.0,7259.0,51311616.0,51309056.0,526.0,527.0,478510618.0,0.0,613881741.0,9328554163.0,6389956598.0,19194026143.0,14
97622658.0,105393173.0,4020.0,7183.0,26800128.0,26793472.0,480.0,480.0,534404133.0,0.0,519335031.0,9047241200.0,5363235846.0,18202605543.0,14
98055336.0,106926898.0,4033.0,7276.0,26890752.0,26994176.0,497.0,498.0,513527771.0,0.0,542082720.0,10518281023.0,5587823898.0,18901901886.0,14
99900784.0,109045587.0,4105.0,7426.0,26351616.0,26606080.0,511.0,511.0,569902046.0,0.0,557040505.0,9613657500.0,5838628932.0,20423646968.0,14
96925203.0,105533589.0,3994.0,7163.0,26657792.0,26677760.0,438.0,442.0,473956518.0,0.0,490325387.0,9335261984.0,6201670766.0,17472551742.0,14
98799445.0,107878143.0,4051.0,7323.0,26883584.0,26888704.0,502.0,503.0,531244336.0,0.0,529771312.0,9337388041.0,5985770038.0,18291185440.0,14
94280662.0,102882215.0,3875.0,6955.0,25275392.0,25283584.0,464.0,464.0,481502361.0,0.0,503732623.0,8735909502.0,6882673624.0,20926572691.0,14
91913822.0,99631983.0,3780.0,6749.0,76667392.0,76671488.0,555.0,556.0,460731667.0,0.0,706771325.0,9033933163.0,5802368984.0,17441727812.0,14
91842763.0,99358129.0,3774.0,6759.0,51652608.0,51607040.0,509.0,510.0,454884633.0,0.0,615718314.0,9323855188.0,5983809312.0,18238466931.0,14
86771661.0,94056641.0,3567.0,6375.0,50155520.0,50159616.0,480.0,483.0,427409344.0,0.0,540090975.0,9339419383.0,7395092780.0,21269823427.0,14
90039640.0,97297760.0,3705.0,6616.0,71167488.0,71155200.0,542.0,541.0,455907984.0,0.0,675819660.0,9326610440.0,5415619896.0,15152742957.0,14
85171711.0,93070522.0,3512.0,6297.0,55934464.0,55933952.0,482.0,482.0,418402062.0,0.0,565548223.0,9621426193.0,7004469102.0,18887574288.0,14
88407062.0,96463703.0,3633.0,6561.0,70605824.0,70650880.0,519.0,521.0,441863966.0,0.0,675581497.0,8735737966.0,5140347902.0,14831017923.0,14
88140429.0,95721870.0,3632.0,6507.0,50580480.0,50580480.0,511.0,511.0,461955622.0,0.0,571694133.0,9329103340.0,5335014894.0,16116485336.0,14
97521808.0,105836795.0,4029.0,7211.0,26201600.0,26205696.0,491.0,492.0,1502685011.0,0.0,534928338.0,9625222788.0,5729011298.0,19362782778.0,14
99391435.0,107928437.0,4091.0,7361.0,26871296.0,26881024.0,468.0,472.0,492916347.0,0.0,507430655.0,9624881004.0,5961072052.0,17760136358.0,14
88365718.0,95667973.0,3631.0,6518.0,51307008.0,51311104.0,520.0,521.0,455987737.0,0.0,602642400.0,9337557224.0,6208529300.0,19599931243.0,14
87338245.0,95808156.0,3589.0,6494.0,52439040.0,52595200.0,469.0,472.0,428930993.0,0.0,567058548.0,8445811121.0,5580524548.0,14553662834.0,14
91820776.0,99515211.0,3790.0,6778.0,31319552.0,31482368.0,458.0,459.0,521458369.0,0.0,503911078.0,9029682934.0,6984425898.0,21701297881.0,14
96929050.0,105629929.0,3988.0,7180.0,25932800.0,25931776.0,460.0,460.0,520631682.0,0.0,498365353.0,14686074388.0,5939460830.0,18950427919.0,14
99601462.0,107937476.0,4103.0,7357.0,26843136.0,26843136.0,456.0,455.0,509091853.0,0.0,494115424.0,14389953493.0,6123345588.0,18760656741.0,14
96985657.0,103672166.0,3985.0,7070.0,26388480.0,26388480.0,489.0,489.0,539096473.0,0.0,533024509.0,9928557314.0,5809095210.0,18739851417.0,14
98531235.0,107494567.0,4061.0,7328.0,27059712.0,27194880.0,528.0,534.0,477079999.0,0.0,532982515.0,8735440547.0,5533836122.0,17951679423.0,14
97261501.0,103840657.0,4003.0,7108.0,26580992.0,26835456.0,476.0,476.0,520442652.0,0.0,521227128.0,9317002144.0,5835166304.0,19549630243.0,14
98590498.0,107775132.0,4061.0,7336.0,26358272.0,20259328.0,475.0,469.0,513520703.0,0.0,517956294.0,10515805817.0,6551984914.0,21281208909.0,14
89479725.0,97118537.0,3674.0,6594.0,57216512.0,57483776.0,487.0,490.0,427556216.0,0.0,605071828.0,9632508481.0,6547806850.0,18785502599.0,14
9356389.0,10581804.0,403.0,747.0,33605632.0,33552384.0,127.0,128.0,925329029.0,0.0,195240295.0,9618235849.0,1772594470.0,5845210932.0,14
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 18]
Points per series: 10000
Total series: 9000
Total points: 90000000
Total fields per point: 1
