sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,procs
91258993.0,99583184.0,3765.0,6763.0,48606208.0,49116672.0,497.0,498.0,431340737.0,0.0,579038398.0,9325651105.0,5651916628.0,16611029790.0,14
89823746.0,97597781.0,3706.0,6660.0,48884736.0,48889856.0,543.0,544.0,446968653.0,0.0,643617391.0,9921157672.0,4819174098.0,16169503693.0,14
100727270.0,109138224.0,4158.0,7460.0,25022464.0,25034752.0,505.0,508.0,562097200.0,0.0,545816275.0,9039065130.0,5330226406.0,19161230343.0,14
99123312.0,108446084.0,4086.0,7387.0,25075200.0,25076224.0,473.0,474.0,506134843.0,0.0,518060860.0,9026087993.0,4773861032.0,16505209284.0,14
99422558.0,108492667.0,4100.0,7386.0,24699392.0,24707072.0,466.0,466.0,502561397.0,0.0,507903788.0,9622378181.0,5356907150.0,17326241242.0,14
99389376.0,107962180.0,4102.0,7356.0,24556544.0,24564736.0,498.0,500.0,527260515.0,0.0,548075355.0,9919071083.0,5642932800.0,18907453314.0,14
98828853.0,107485707.0,4080.0,7322.0,25085440.0,25083904.0,483.0,483.0,461170696.0,0.0,521010951.0,9927039512.0,4949797136.0,16700253241.0,14
96054677.0,104747573.0,3965.0,7137.0,24169472.0,24169984.0,488.0,488.0,532349319.0,0.0,524206887.0,11402896292.0,5808444794.0,20114252521.0,14
90861482.0,98022342.0,3733.0,6673.0,49300480.0,49302016.0,522.0,522.0,434824529.0,0.0,616831540.0,9624648605.0,5023632792.0,15504226015.0,14
95887000.0,104029453.0,3961.0,7087.0,41396224.0,41406976.0,495.0,498.0,474381422.0,0.0,539481446.0,9022582466.0,5373436674.0,17013796005.0,14
99454774.0,108221988.0,4097.0,7392.0,24895488.0,24892928.0,494.0,495.0,532226834.0,0.0,533721275.0,9628236950.0,5357560096.0,18241320313.0,14
99312464.0,108074382.0,4097.0,7357.0,24885760.0,24892928.0,495.0,495.0,522205485.0,0.0,527755199.0,8743517607.0,5453474742.0,19031742252.0,14
97056498.0,105931187.0,4006.0,7218.0,24623616.0,24621056.0,475.0,476.0,500739362.0,0.0,519117702.0,9033457491.0,5382607838.0,17315470339.0,14
99890343.0,109292482.0,4122.0,7427.0,24894464.0,24898560.0,488.0,489.0,540438817.0,0.0,522576319.0,9029761048.0,5309907417.0,16905419675.0,14
100391637.0,108673045.0,4154.0,7444.0,25406976.0,25415168.0,522.0,525.0,535414598.0,0.0,578142658.0,9327994907.0,5613105486.0,19015303473.0,14
93058875.0,100945181.0,3835.0,6862.0,23394304.0,23393280.0,465.0,464.0,503774039.0,0.0,510325585.0,10216499932.0,5839193394.0,18191153271.0,14
92327011.0,100467329.0,3815.0,6841.0,44523520.0,44526592.0,513.0,513.0,431638055.0,0.0,598996594.0,8729626912.0,5142381280.0,14492243606.0,14
90129879.0,99566336.0,3721.0,6792.0,45686272.0,45799424.0,495.0,509.0,479377620.0,0.0,544580545.0,9328228280.0,5959977319.0,17857199753.0,14
97860064.0,107213816.0,4034.0,7309.0,24326144.0,24338432.0,484.0,486.0,558823487.0,0.0,533159947.0,9928182784.0,4943977526.0,17864151003.0,14
99459788.0,108334465.0,4105.0,7405.0,24893440.0,24894464.0,515.0,516.0,553237370.0,0.0,556343711.0,8435876948.0,5424434940.0,18655361311.0,14
98665364.0,107442426.0,4078.0,7337.0,24598528.0,24613376.0,515.0,517.0,568978236.0,0.0,558955672.0,9623346541.0,5514819828.0,19578688249.0,14
99193364.0,108731759.0,4098.0,7420.0,24847872.0,24859136.0,511.0,512.0,547590215.0,0.0,558262484.0,8736228759.0,4797062494.0,17271089839.0,14
98792249.0,107277012.0,4078.0,7330.0,24660992.0,24660992.0,509.0,508.0,497003085.0,0.0,552663241.0,9041485522.0,5486281138.0,18802013141.0,14
99992467.0,109539106.0,4118.0,7455.0,24843264.0,24842240.0,481.0,481.0,517767942.0,0.0,519128581.0,10220056152.0,5845647042.0,19379829195.0,14
95026117.0,103329062.0,3928.0,7035.0,23766016.0,23770112.0,443.0,444.0,436750912.0,0.0,484052293.0,8427302761.0,5566779220.0,16894119330.0,14
59202244.0,64924935.0,2462.0,4441.0,61048320.0,61064704.0,408.0,408.0,574574081.0,0.0,630228015.0,10503262352.0,3806369256.0,10367370740.0,14
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 15]
Points per series: 10000
Total series: 7500
Total points: 75000000
Total fields per point: 1
