sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,procs
105095759.0,112148542.0,3974.0,7700.0,16515072.0,16537600.0,442.0,447.0,543144477.0,0.0,521444609.0,9624759461.0,5692877984.0,18496491140.0,14
91581104.0,99617117.0,3461.0,6839.0,24963584.0,24964096.0,421.0,422.0,462147194.0,0.0,484053804.0,9622060359.0,6072578708.0,18898048433.0,14
103607607.0,112944436.0,3907.0,7754.0,21888512.0,21887488.0,545.0,545.0,574730901.0,0.0,586690858.0,10224025827.0,5955355198.0,21268039527.0,14
103297436.0,112439851.0,3886.0,7698.0,22039552.0,22051328.0,488.0,488.0,510712613.0,0.0,526058680.0,9920308204.0,5940806152.0,19392709795.0,14
102812952.0,112267055.0,3878.0,7692.0,22168064.0,22089728.0,514.0,514.0,575941090.0,0.0,554238690.0,9921656737.0,5851815580.0,20636204810.0,14
104402263.0,113677038.0,3937.0,7796.0,22044672.0,22056448.0,532.0,533.0,582746188.0,0.0,583480970.0,8436149245.0,5959052902.0,20992451620.0,14
93465756.0,102022149.0,3527.0,6986.0,46798336.0,46982144.0,533.0,538.0,480551767.0,0.0,623350570.0,9931183780.0,6022901804.0,19987887548.0,14
97941663.0,106066539.0,3701.0,7263.0,47273472.0,47269376.0,536.0,536.0,528674061.0,0.0,660117515.0,9031545843.0,6953662760.0,21877299608.0,14
103074109.0,112518074.0,3893.0,7721.0,22193664.0,22193664.0,527.0,527.0,561456964.0,0.0,570798247.0,9030823246.0,6189343446.0,20607470206.0,14
102013373.0,110643954.0,3848.0,7604.0,21850624.0,21908480.0,533.0,534.0,580328757.0,0.0,584113620.0,9040618774.0,6402319306.0,22443859320.0,14
105133748.0,114400168.0,3970.0,7853.0,22237184.0,22241792.0,509.0,511.0,579822046.0,0.0,553910402.0,8453737098.0,6039238760.0,20669623434.0,14
95389777.0,104714318.0,3600.0,7166.0,21004800.0,21018624.0,469.0,470.0,544715084.0,0.0,545242735.0,9039648921.0,6458206192.0,22101216451.0,14
102543446.0,112202134.0,3861.0,7691.0,21323264.0,21323264.0,461.0,459.0,549765572.0,0.0,532578431.0,9321042422.0,6805063716.0,20564358315.0,14
101084794.0,110390042.0,3818.0,7579.0,21919232.0,21923328.0,505.0,506.0,551329831.0,0.0,544673345.0,9624833630.0,7094144198.0,22616606512.0,14
94333531.0,102132914.0,3556.0,6998.0,51811840.0,51820544.0,548.0,550.0,469744710.0,0.0,634552989.0,9337791098.0,6815049510.0,20596387972.0,14
97245796.0,106404441.0,3670.0,7278.0,38025728.0,38033920.0,546.0,548.0,556640852.0,0.0,607794023.0,8442099817.0,7155436396.0,24478452877.0,14
49819697.0,54394178.0,1897.0,3762.0,60928512.0,60926976.0,378.0,377.0,680870459.0,0.0,628900111.0,11404481441.0,4038597578.0,12869578530.0,14
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 7]
Points per series: 10000
Total series: 3500
Total points: 35000000
Total fields per point: 1
