sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,procs
103869441.0,109147989.0,3920.0,7482.0,23069696.0,23133696.0,531.0,537.0,589515766.0,0.0,564625832.0,8133582367.0,1282058546.0,7455816673.0,14
102744570.0,111799545.0,3874.0,7676.0,23805440.0,23796736.0,513.0,513.0,532647697.0,0.0,546563484.0,8125833109.0,1041865270.0,6412298707.0,14
99270348.0,108221312.0,3746.0,7433.0,22925824.0,22925824.0,524.0,524.0,556735208.0,0.0,557312263.0,6934561477.0,1314214462.0,8087463838.0,14
98703806.0,107730977.0,3730.0,7375.0,22950400.0,22962688.0,506.0,510.0,524077007.0,0.0,548421042.0,6623987919.0,1295104788.0,7459204438.0,14
88634128.0,96534996.0,3343.0,6585.0,46848000.0,46856192.0,473.0,475.0,458703244.0,0.0,565035441.0,7232773148.0,1443039950.0,7801215491.0,14
100122899.0,111383219.0,3779.0,7577.0,38517248.0,38525440.0,549.0,549.0,525939556.0,0.0,607843021.0,7824218664.0,1129219342.0,6660962178.0,14
101912064.0,110775878.0,3846.0,7604.0,23772160.0,23822848.0,494.0,497.0,531027375.0,0.0,542658687.0,6336897938.0,1206427954.0,6667174328.0,14
101221979.0,110865760.0,3807.0,7550.0,23023104.0,23240192.0,504.0,505.0,534278790.0,0.0,533658877.0,7226644777.0,1267758498.0,6838373691.0,14
101947963.0,111301299.0,3841.0,7648.0,23093760.0,23142912.0,503.0,505.0,526547911.0,0.0,537082286.0,6936122451.0,1188785720.0,6586019115.0,14
101753860.0,110850234.0,3846.0,7619.0,23222272.0,23271424.0,530.0,533.0,564186834.0,0.0,569849384.0,7818432769.0,1322764754.0,7400658867.0,14
100126720.0,109104470.0,3778.0,7492.0,23220736.0,23223808.0,540.0,540.0,589377765.0,0.0,575196331.0,6927623326.0,1253302632.0,7361819821.0,14
97944011.0,106861507.0,3704.0,7329.0,22740992.0,22740992.0,479.0,479.0,506799840.0,0.0,513535095.0,6644377513.0,1359430112.0,7171432059.0,14
92702716.0,100109211.0,3487.0,6855.0,47269888.0,47287808.0,521.0,523.0,464715129.0,0.0,628041317.0,7235875012.0,1441345038.0,7191500492.0,14
98236121.0,106459251.0,3714.0,7323.0,39787008.0,39919616.0,575.0,587.0,504207143.0,0.0,582052781.0,8107946546.0,1319929088.0,6937794516.0,14
100765261.0,109145314.0,3807.0,7517.0,23106048.0,23106048.0,526.0,526.0,562537162.0,0.0,550292159.0,6928946590.0,1280839450.0,6980642032.0,14
99368653.0,108336374.0,3744.0,7429.0,22812672.0,22816768.0,505.0,507.0,554960739.0,0.0,542035995.0,10800805526.0,1266723822.0,7092212365.0,14
99567680.0,108309655.0,3751.0,7418.0,22672896.0,22673920.0,503.0,505.0,511942719.0,0.0,533708605.0,11121684726.0,1350782824.0,6933673402.0,14
100954143.0,110089171.0,3806.0,7577.0,22981632.0,22981120.0,533.0,535.0,565964478.0,0.0,564582567.0,6622443228.0,1405873154.0,7651368895.0,14
98308331.0,107297742.0,3707.0,7359.0,22795776.0,22808576.0,526.0,527.0,579908942.0,0.0,566676732.0,7231576921.0,1441738674.0,7673440658.0,14
94167438.0,101511107.0,3547.0,7007.0,21932032.0,21931520.0,502.0,505.0,492769792.0,0.0,526301190.0,6929629016.0,1703578818.0,8303422725.0,14
91378383.0,99230695.0,3445.0,6788.0,42464256.0,42492928.0,484.0,485.0,417808507.0,0.0,580844813.0,7237327440.0,1398600570.0,6035605181.0,14
86115845.0,94540100.0,3247.0,6452.0,42082816.0,42091520.0,506.0,507.0,458605385.0,0.0,536052591.0,6931790866.0,1621392328.0,7587632095.0,14
93229402.0,101461013.0,3528.0,6956.0,42649088.0,42820096.0,505.0,508.0,428390553.0,0.0,610043862.0,6920711217.0,1290893026.0,5909684175.0,14
82906904.0,90302526.0,3124.0,6161.0,49611776.0,50297344.0,483.0,489.0,439265295.0,0.0,603981231.0,7236314927.0,1782393038.0,7932115083.0,14
93995524.0,102046164.0,3547.0,6979.0,67596288.0,68631552.0,547.0,548.0,466011249.0,0.0,673340181.0,7233977335.0,1415801246.0,6220499413.0,14
795684.0,1130340.0,47.0,104.0,71799808.0,71799808.0,187.0,186.0,880127834.0,0.0,408538168.0,7215437858.0,305465724.0,1267350648.0,14
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 10]
Points per series: 10000
Total series: 5000
Total points: 50000000
Total fields per point: 1
