,CPU Prob,Memory Prob,Net Quality Prob,Net I/O Prob,Disk I/O Prob
0,0.8979315805100124,0.7951070336391441,0.0,1.0,0.6481531410083583
1,0.9774354237455877,0.9357798165137612,0.0,1.0,0.3523321650040443
2,0.9779550028040777,0.9266055045871555,0.0,1.0,0.35804799137233767
3,0.9703345099462276,0.9174311926605503,0.0,1.0,0.39299002426530083
4,0.9845363375449477,0.9357798165137612,0.0,1.0,0.3655971960097062
5,0.9843631445254509,0.9449541284403669,0.0,1.0,0.40118630358587226
6,0.9868125886583313,0.9541284403669716,0.0,1.0,0.36344028039902954
7,0.9830023422294066,0.9449541284403669,0.0,1.0,0.43354003774602323
8,0.9701365750668028,0.9174311926605503,0.0,1.0,0.41089242383391755
9,0.9782519051232145,0.9174311926605503,0.0,1.0,0.3860878943111352
10,0.9667221983967275,0.8990825688073394,0.0,1.0,0.41304933944459443
11,0.9830765678091907,0.9449541284403669,0.0,1.0,0.33108654623887845
12,0.9791426120806256,0.9357798165137612,0.0,1.0,0.3461849555136156
13,0.9738725959159437,0.9266055045871555,0.0,1.0,0.4281477487193316
14,0.9797611585788274,0.9357798165137612,0.0,1.0,0.43677541116203855
15,0.9592006729785901,0.8990825688073394,0.0,1.0,0.36451873820436775
16,0.9664005542176625,0.8990825688073394,0.0,1.0,0.3828525208951201
17,0.9855507538019991,0.9449541284403669,0.0,1.0,0.3461849555136156
18,0.9891135816316431,0.9633027522935778,0.0,1.0,0.3731464006470748
19,0.9891878072114274,0.9266055045871555,0.0,1.0,0.40765705041790257
20,0.9798848678784681,0.9449541284403669,0.0,1.0,0.3828525208951201
21,0.9690974169498235,0.9082568807339446,0.0,1.0,0.4259908331086547
22,0.9933691815392734,0.9724770642201839,0.0,1.0,0.3256942572121867
23,0.9896826444099892,0.9541284403669716,0.0,1.0,0.3957940145591806
24,0.9762972981888957,0.9357798165137612,0.0,1.0,0.3548126179563226
25,0.9788209679015606,0.9266055045871555,0.0,1.0,0.3566459962253977
26,0.9831013096691189,0.9449541284403669,0.0,1.0,0.3785386896737666
27,0.9773611981658034,0.9357798165137612,0.0,1.0,0.3914801833378271
28,0.9959670768317223,0.9816513761467887,0.0,1.0,0.3753033162577515
29,0.9999999999999999,0.9908256880733943,0.0,1.0,0.3526557023456459
30,0.5418879688582455,0.9908256880733943,0.0,1.0,0.3019681854947427
31,0.9686520634711181,0.9174311926605503,0.0,1.0,0.3790779185764359
32,0.9601656055157851,0.8990825688073394,0.0,1.0,0.37746023186842825
33,0.9804044469369576,0.9357798165137612,0.0,1.0,0.44432461579940696
34,0.9794889981196188,0.9449541284403669,0.0,1.0,0.41412779724993276
35,0.9722148913007619,0.9174311926605503,0.0,1.0,0.36344028039902954
36,0.9718190215419126,0.9082568807339446,0.0,1.0,0.39363709894850374
37,0.9656335565598918,0.9082568807339446,0.0,1.0,0.4025882987328122
38,0.97572823541055,0.9174311926605503,0.0,1.0,0.38069560528444324
39,0.9894599676706363,0.9541284403669716,0.0,1.0,0.34834187112429227
40,0.9782024214033581,0.9449541284403669,0.0,1.0,0.41002965758964693
41,0.9817405073730744,0.9266055045871555,0.0,1.0,0.41304933944459443
42,0.9641078085309934,0.8899082568807337,0.0,1.0,0.3850094365057968
43,0.9806271236763106,0.9357798165137612,0.0,1.0,0.3256942572121867
44,0.9719427308415532,0.9357798165137612,0.0,1.0,0.38069560528444324
45,0.9826559561904132,0.9449541284403669,0.0,1.0,0.3019681854947427
46,0.986614653778907,0.9449541284403669,0.0,1.0,0.38177406308978157
47,0.9886929700128658,0.9541284403669716,0.0,1.0,0.39040172553248875
48,0.9821858608517798,0.9541284403669716,0.0,1.0,0.4087355082232409
49,0.9856249793817834,0.9449541284403669,0.0,1.0,0.32785117282286336
50,0.9862435258799856,0.9633027522935778,0.0,1.0,0.2933405230520356
51,0.9879754560749515,0.9633027522935778,0.0,1.0,0.3688325694257213
52,0.9790189027809849,0.9541284403669716,0.0,1.0,0.43785386896737677
53,0.9664995216573747,0.9082568807339446,0.0,1.0,0.37368562954974394
54,0.9841404677860984,0.9449541284403669,0.0,1.0,0.3979509301698573
55,0.9725365354798269,0.9266055045871555,0.0,1.0,0.3925586411431654
56,0.9834971794279682,0.9357798165137612,0.0,1.0,0.37746023186842825
57,0.9846847887045161,0.9541284403669716,0.0,1.0,0.3828525208951201
58,0.9686520634711179,0.8899082568807337,0.0,1.0,0.34402803990293884
59,0.9636789496255732,0.9174311926605503,0.0,1.0,0.4098139660285792
60,0.9744416586942896,0.9082568807339446,0.0,1.0,0.4022647613912106
61,0.9800828027578926,0.9449541284403669,0.0,1.0,0.37746023186842825
62,0.9851301421832218,0.9541284403669716,0.0,1.0,0.3763817740630899
63,0.992280539702438,0.9724770642201839,0.0,1.0,0.42059854408196296
64,0.980775574835879,0.9266055045871555,0.0,1.0,0.4216770018873013
65,0.9741942400950089,0.9082568807339446,0.0,1.0,0.4313831221353466
66,0.9779550028040772,0.9357798165137612,0.0,1.0,0.4281477487193316
67,0.9822353445716357,0.9449541284403669,0.0,1.0,0.3666756538150445
68,0.9811467027348003,0.9449541284403669,0.0,1.0,0.4152062550552711
69,0.982532246890773,0.9449541284403669,0.0,1.0,0.4497169048260987
70,0.9817899910929305,0.9541284403669716,0.0,1.0,0.37799946077109736
71,0.9849074654438689,0.9541284403669716,0.0,1.0,0.35696953356699934
72,0.9937650512981228,0.9724770642201839,0.0,1.0,0.38393097870045845
73,0.5481888958532642,1.0,0.0,1.0,0.3397142086815854
