sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw,workload.type,workload.appname
97698599,106374970,3817,7256,28798464,28798464,457,457,573008370,0,503318476,7838786980,1268621334,4909676360,throughput_performance,influxdb
99620755,110015076,3890,7436,24187904,24192000,488,487,2926547907,0,528429025,9019605023,1165004294,5098424753,throughput_performance,influxdb
98731789,107553899,3869,7346,24350720,24359424,452,453,5863576291,0,494434411,13491371371,1074477836,4511129972,throughput_performance,influxdb
100436394,110254097,3925,7500,24715264,24718336,520,520,8385073585,0,573350682,12598144332,1203684660,5134751033,throughput_performance,influxdb
94010278,101456338,3676,6940,23065088,22966784,462,461,4252940919,0,512815084,7840961685,1100639856,4620537186,throughput_performance,influxdb
91949109,99641399,3607,6800,48869376,48869376,521,520,3178415403,0,636412051,6941404936,1333213108,5186667506,throughput_performance,influxdb
98563589,107553966,3853,7313,49700352,49717248,532,535,8789217843,0,612036410,7239945044,1236855148,4896898401,throughput_performance,influxdb
99264553,107796355,3883,7355,24157184,24152576,454,452,4136086436,0,493780972,6953046343,1259116432,4681966179,throughput_performance,influxdb
99333635,107822880,3883,7373,26771968,27513344,634,676,4092620371,0,522972706,6941061936,1201145976,5071525971,throughput_performance,influxdb
101670539,111380434,3979,7579,24668160,24710144,456,459,13533066638,0,497513930,6636871175,1147236028,4737495929,throughput_performance,influxdb
97703370,106236648,3825,7264,23961600,23965696,491,492,3723769533,0,541892562,7842419033,1377164908,5725007014,throughput_performance,influxdb
99899163,108842406,3905,7436,23365120,24324096,504,506,9317448098,0,546869531,7549104746,1406118510,5691922045,throughput_performance,influxdb
92042964,100097521,3605,6828,22977024,22982144,451,453,7618939444,0,498793460,7239500680,1491264026,5628138380,throughput_performance,influxdb
90248248,98187488,3533,6712,65596928,65694208,580,579,2445018385,0,706945236,6353265882,1501010150,5732112865,throughput_performance,influxdb
101500059,111007559,3973,7556,24419840,24428544,493,494,539006240,0,543280642,6342290394,1317311794,5756084011,throughput_performance,influxdb
99899416,108623200,3907,7405,24371200,24380928,480,482,5621706839,0,526318633,7547638724,1412009870,5614129183,throughput_performance,influxdb
99532035,108238786,3905,7396,24755712,24803840,484,485,503008690,0,525442979,8133040425,1293797008,5302367372,throughput_performance,influxdb
101427572,110223332,3966,7517,24786432,24790528,491,491,534746120,0,533744198,6942399936,1431832662,5307988445,throughput_performance,influxdb
97374724,106100345,3817,7224,23832576,24176640,452,455,470659852,0,499389973,6350653196,1303710212,4800605359,throughput_performance,influxdb
100170517,109026653,3920,7444,24299008,24630272,503,505,568000609,0,548768212,6643500492,1359025518,5691246107,throughput_performance,influxdb
90747053,98231606,3547,6699,22422528,22432256,441,442,431164892,0,482007936,7834926195,1572163734,5471959850,throughput_performance,influxdb
92678609,100845132,3629,6870,66046464,66047488,518,518,420230140,0,581387148,8428325489,1390453114,4799916057,throughput_performance,influxdb
91341668,98341028,3564,6747,48757760,48756736,531,530,528751129,0,652426052,7836256384,1489908826,5426914332,throughput_performance,influxdb
89511246,96914482,3512,6638,74802688,74827264,571,572,887070504,0,738970827,6953581653,1607623482,5572109864,throughput_performance,influxdb
91944722,100288804,3599,6815,48654336,48658432,472,473,546261157,0,580170584,7537752947,1333984794,4381161981,throughput_performance,influxdb
88980794,95586159,3482,6528,73869824,74394112,599,599,544791587,0,743899519,7545787623,1647860560,5576449629,throughput_performance,influxdb
95833469,104627488,3748,7105,45687808,45675008,515,514,518025768,0,634077934,7833886317,1460810408,5355399669,throughput_performance,influxdb
90710465,98896377,3547,6712,48192000,48712192,511,512,437008982,0,611606226,7247246944,1585046988,5176450793,throughput_performance,influxdb
85173783,91022001,3336,6204,47720960,47729152,515,516,397322984,0,643679791,7539460265,1824594262,5576367393,throughput_performance,influxdb
76144365,82703101,2975,5615,81739776,81739776,464,463,451879382,0,624925940,6934046311,1370701706,4141439190,throughput_performance,influxdb
90775959,98249942,3552,6701,53201408,53209600,497,499,789790688,0,584405111,7536499680,1796400784,5573365582,throughput_performance,influxdb
85480613,92017450,3331,6240,41925632,41925632,434,434,1927958877,0,508907264,7547762153,1575052952,4321305261,throughput_performance,influxdb
91842279,100232613,3591,6819,53247488,53246976,470,470,715059729,0,612414060,7239058945,1956976574,6319626364,throughput_performance,influxdb
81520989,87933205,3183,6006,77469696,77471232,492,492,602661887,0,673259440,6056294832,1332914260,3864876950,throughput_performance,influxdb
91804587,99434752,3587,6792,43404800,43593216,492,495,1684156267,0,605273503,6936783833,1801415438,6088978265,throughput_performance,influxdb
83845598,90793908,3279,6209,52003840,51998208,460,460,932738753,0,559438287,7543200971,1430225216,4156409803,throughput_performance,influxdb
92641350,101103239,3631,6893,69292544,69816320,536,538,470167330,0,691607820,8129205117,1871483308,6025493393,throughput_performance,influxdb
4234142,4883801,184,365,60405760,60401664,165,165,830031981,0,494112550,7526745884,337666504,1121753332,throughput_performance,influxdb
100295951,107942813,4137,7356,18783232,18791424,466,469,552268287,0,516336754,10215317181,4477028537,15561689207,throughput_performance,influxdb
94894983,103513884,3921,7075,28363776,29153792,455,461,501008531,0,503441751,10224937674,4539009496,16189401783,throughput_performance,influxdb
98094742,107259199,4049,7296,24899584,25026560,576,590,540300457,0,557498295,8436158246,4502036828,16624762187,throughput_performance,influxdb
97513423,106149265,4052,7255,24383488,24382464,438,438,481575841,0,485054857,9027211276,5221183488,15857195512,throughput_performance,influxdb
89862508,97568663,3715,6665,49400832,49159168,506,508,461235869,0,583376402,9621552994,5413674308,17446621168,throughput_performance,influxdb
91362369,99630035,3771,6778,52211712,52211200,507,507,466802246,0,616463321,9630337431,5327244060,17125834219,throughput_performance,influxdb
90124105,98152255,3720,6707,49193984,49191424,514,515,476788718,0,619478946,9327231477,5256090988,15532382990,throughput_performance,influxdb
89056785,96507553,3668,6574,74946560,74957312,552,552,441356785,0,683697069,14683424053,4878707284,14870556004,throughput_performance,influxdb
89323915,97712247,3685,6653,69230080,69750272,531,532,447981170,0,695916114,14676117246,4839851418,13836719941,throughput_performance,influxdb
86275970,93714679,3555,6347,79546880,81893888,490,503,456034378,0,700188371,9336899348,6241622492,16089332908,throughput_performance,influxdb
88228772,96758694,3638,6559,62324224,60426752,433,435,427417179,0,654803146,9334053660,4448223348,11713197246,throughput_performance,influxdb
92556364,102264804,3815,6968,28152320,28156416,434,436,520083617,0,556490053,9328259314,4918784652,17017278512,throughput_performance,influxdb
96760165,105828634,3989,7197,24143360,24148480,416,419,479266159,0,541370097,9031730999,4999475238,16563117852,throughput_performance,influxdb
100189446,109428401,4132,7443,26143744,26147328,492,493,519923506,0,533750140,9325335473,4618652180,16186192084,throughput_performance,influxdb
91258993,99583184,3765,6763,48606208,49116672,497,498,431340737,0,579038398,9325651105,5651916628,16611029790,throughput_performance,influxdb
89823746,97597781,3706,6660,48884736,48889856,543,544,446968653,0,643617391,9921157672,4819174098,16169503693,throughput_performance,influxdb
100727270,109138224,4158,7460,25022464,25034752,505,508,562097200,0,545816275,9039065130,5330226406,19161230343,throughput_performance,influxdb
99123312,108446084,4086,7387,25075200,25076224,473,474,506134843,0,518060860,9026087993,4773861032,16505209284,throughput_performance,influxdb
99422558,108492667,4100,7386,24699392,24707072,466,466,502561397,0,507903788,9622378181,5356907150,17326241242,throughput_performance,influxdb
99389376,107962180,4102,7356,24556544,24564736,498,500,527260515,0,548075355,9919071083,5642932800,18907453314,throughput_performance,influxdb
98828853,107485707,4080,7322,25085440,25083904,483,483,461170696,0,521010951,9927039512,4949797136,16700253241,throughput_performance,influxdb
96054677,104747573,3965,7137,24169472,24169984,488,488,532349319,0,524206887,11402896292,5808444794,20114252521,throughput_performance,influxdb
90861482,98022342,3733,6673,49300480,49302016,522,522,434824529,0,616831540,9624648605,5023632792,15504226015,throughput_performance,influxdb
95887000,104029453,3961,7087,41396224,41406976,495,498,474381422,0,539481446,9022582466,5373436674,17013796005,throughput_performance,influxdb
99454774,108221988,4097,7392,24895488,24892928,494,495,532226834,0,533721275,9628236950,5357560096,18241320313,throughput_performance,influxdb
99312464,108074382,4097,7357,24885760,24892928,495,495,522205485,0,527755199,8743517607,5453474742,19031742252,throughput_performance,influxdb
97056498,105931187,4006,7218,24623616,24621056,475,476,500739362,0,519117702,9033457491,5382607838,17315470339,throughput_performance,influxdb
99890343,109292482,4122,7427,24894464,24898560,488,489,540438817,0,522576319,9029761048,5309907417,16905419675,throughput_performance,influxdb
100391637,108673045,4154,7444,25406976,25415168,522,525,535414598,0,578142658,9327994907,5613105486,19015303473,throughput_performance,influxdb
93058875,100945181,3835,6862,23394304,23393280,465,464,503774039,0,510325585,10216499932,5839193394,18191153271,throughput_performance,influxdb
92327011,100467329,3815,6841,44523520,44526592,513,513,431638055,0,598996594,8729626912,5142381280,14492243606,throughput_performance,influxdb
90129879,99566336,3721,6792,45686272,45799424,495,509,479377620,0,544580545,9328228280,5959977319,17857199753,throughput_performance,influxdb
97860064,107213816,4034,7309,24326144,24338432,484,486,558823487,0,533159947,9928182784,4943977526,17864151003,throughput_performance,influxdb
99459788,108334465,4105,7405,24893440,24894464,515,516,553237370,0,556343711,8435876948,5424434940,18655361311,throughput_performance,influxdb
98665364,107442426,4078,7337,24598528,24613376,515,517,568978236,0,558955672,9623346541,5514819828,19578688249,throughput_performance,influxdb
99193364,108731759,4098,7420,24847872,24859136,511,512,547590215,0,558262484,8736228759,4797062494,17271089839,throughput_performance,influxdb
98792249,107277012,4078,7330,24660992,24660992,509,508,497003085,0,552663241,9041485522,5486281138,18802013141,throughput_performance,influxdb
99992467,109539106,4118,7455,24843264,24842240,481,481,517767942,0,519128581,10220056152,5845647042,19379829195,throughput_performance,influxdb
95026117,103329062,3928,7035,23766016,23770112,443,444,436750912,0,484052293,8427302761,5566779220,16894119330,throughput_performance,influxdb
59202244,64924935,2462,4441,61048320,61064704,408,408,574574081,0,630228015,10503262352,3806369256,10367370740,throughput_performance,influxdb
100929636,109310356,4156,7459,26633216,26748928,490,496,507584174,0,525301791,10522426753,6123934348,19901519989,throughput_performance,influxdb
99223636,107642559,4078,7328,26556928,26560000,470,472,511071380,0,506571025,10214211095,5165581438,16967518741,throughput_performance,influxdb
98864722,107697662,4058,7317,26642944,26640896,480,480,499980127,0,519575870,9031751351,5860353432,19225724601,throughput_performance,influxdb
98030744,106948144,4031,7273,26484224,26478080,502,502,535277081,0,540851922,9038130748,5595875664,19811219028,throughput_performance,influxdb
98047280,106584135,4038,7254,26628608,26626560,484,486,506511284,0,530208301,9327101306,6450961218,20553089031,throughput_performance,influxdb
89233130,96444478,3666,6562,50733056,50953216,494,497,408120686,0,600923675,8733015313,5452701572,17328049310,throughput_performance,influxdb
96981994,104856918,3985,7147,50895872,51153920,509,509,476452198,0,622129871,14684629699,4718526014,16006189691,throughput_performance,influxdb
96062017,104274793,3954,7102,26341888,26353152,449,452,479241964,0,499496921,13800597225,5191673812,16033955879,throughput_performance,influxdb
