sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
51474,106102635,374,6666,5519360,27119616,257,373,0.0,0.0,301613970,0.0,0.0,0.0
49266,103708313,355,6540,10021376,27074560,255,358,0.0,0.0,227093689,0.0,0.0,0.0
49266,102237169,358,6433,9963520,26951680,250,341,0.0,0.0,267640699,0.0,0.0,0.0
48852,102691927,357,6459,13634560,27107328,261,358,0.0,0.0,258254670,0.0,0.0,0.0
44988,93760270,325,5912,23052288,51294208,264,381,0.0,0.0,278955439,1179119,70121372,6673490
45540,93993648,330,5898,13319168,51335168,257,392,0.0,0.0,267595572,1180667,78340832,7393160
50094,103632689,362,6516,12150784,36220928,264,381,0.0,0.0,247838503,1182118,87270664,8301094
49680,103579823,363,6520,7342080,27148288,251,343,0.0,0.0,261239418,1183758,88860802,8532162
48300,100455925,350,6301,7244800,27045888,238,343,0.0,0.0,269126495,1185452,66598944,6315658
49680,103191360,362,6489,10693632,26923008,259,363,0.0,0.0,254802281,1187084,91157228,8630110
49128,102540171,358,6464,6227968,27656192,238,375,0.0,0.0,224707749,1188764,79908964,7558044
50094,104384060,362,6593,12954624,27078656,265,358,0.0,0.0,296246490,1190424,92647204,8767096
46230,94463966,333,5944,22088192,51695616,279,396,0.0,0.0,282532128,1192068,22621160,2142250
44712,92103750,323,5759,27273728,45072384,253,348,0.0,0.0,343254132,0.0,0.0,0.0
48024,99327524,349,6259,18035200,32739328,272,361,0.0,0.0,311296690,1195069,116878526,11061482
45402,94974999,328,5988,6384640,31526912,220,339,0.0,0.0,211623454,1198188,54197946,4966288
51060,105079912,373,6591,6204416,27467776,235,347,0.0,0.0,237147356,1199819,95459168,9047818
47886,101102059,352,6340,11415552,26546176,245,348,0.0,0.0,274864279,1201483,98002842,9307360
49956,104413808,361,6554,5126656,27049984,244,354,0.0,0.0,273419039,1203109,97266842,9170586
48852,102137434,356,6412,7717376,27250688,249,355,0.0,0.0,263745275,1204806,98722002,9316996
48162,100574079,350,6316,8634368,26312704,264,376,0.0,0.0,283808362,1206433,102850622,9707652
46920,97791259,343,6156,5173760,25894912,225,330,0.0,0.0,215739565,1208093,97026538,9203792
46782,95611309,340,6034,11715584,44871680,246,367,0.0,0.0,299951602,1208093,108519378,10037940
40296,83804698,290,5260,25923072,54865920,231,316,0.0,0.0,299878283,1211155,76979256,7345970
48024,100305678,352,6293,12968448,32948224,240,337,0.0,0.0,241214431,1210971,82803636,7873898
42228,88188510,306,5503,34406400,55390208,261,355,0.0,0.0,337266691,1213961,150364264,14249950
45954,95127771,337,5987,29808128,45211648,301,368,0.0,0.0,402428676,1213961,95507202,9040632
41124,84133752,297,5276,37741568,55562240,275,358,0.0,0.0,357613681,1217036,72461178,6867860
45264,95179228,331,5960,27515904,71360512,295,437,0.0,0.0,326130397,1217036,97443418,9213654
40848,84658929,297,5304,37083648,55488512,262,353,0.0,0.0,318312399,1220036,100277444,9541420
43884,91919774,323,5801,17517568,44466176,258,386,0.0,0.0,258257303,1220036,93289412,8784100
42642,87936988,311,5540,21852160,82096128,247,414,0.0,0.0,270238272,1223059,90840186,8570886
47334,97312993,345,6124,26430464,91275264,262,478,0.0,0.0,275316005,1222934,109347902,10346570
45816,94782184,334,5945,37011968,71245824,285,408,0.0,0.0,323411461,1222934,99354050,9391684
48438,102390231,354,6430,37575680,85118976,293,455,0.0,0.0,304456488,1226197,90157066,8556138
46092,96361491,336,6070,12282880,45350912,226,358,0.0,0.0,224833228,1226197,93687710,8765500
47196,97562346,341,6151,43674112,90992640,295,468,0.0,0.0,368287763,1230883,106363082,10131694
