sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
52026,106349200,381,6711,5030400,19079168,246,324,0.0,0.0,269369068,1013500,22119891,1806657
46368,97138313,336,6118,16189952,27856896,275,357,0.0,0.0,302982331,1016116,33732484,2804408
51474,107450847,377,6765,5683712,24367104,268,353,0.0,0.0,286128185,1017414,25535332,2085208
46782,96798513,343,6073,9772032,23224320,269,338,0.0,0.0,320297260,1018808,36276854,2988094
46092,95235653,337,5983,35770368,71094272,286,410,0.0,0.0,339486770,1021261,39016852,3206958
51888,107335519,379,6755,5959680,24506368,253,354,0.0,0.0,255579199,1021260,27031832,2241288
50370,102494316,363,6471,8341504,24186880,274,394,0.0,0.0,272920495,1022672,30313664,2520352
50646,103128673,365,6501,5533696,24129536,266,380,0.0,0.0,286744526,1024049,40756250,3407654
51474,106591359,376,6725,5945856,24449024,256,365,0.0,0.0,255892840,1025438,28100582,2352270
51060,106602961,367,6725,8500224,24506368,251,346,0.0,0.0,268233506,1026831,28809862,2423720
51198,105788470,372,6655,9815552,24449024,261,367,0.0,0.0,270746689,1028231,35694360,2984852
46644,96515277,342,6061,5720064,22900736,260,352,0.0,0.0,307898558,1029627,44337090,3674284
48300,99478223,351,6254,27334656,66838528,280,422,0.0,0.0,415606786,1032010,36356046,3005958
46230,95423311,336,6011,31983104,48914432,297,410,0.0,0.0,339121521,1033314,38326692,3170904
46644,96495092,341,6083,38016000,74653696,302,425,0.0,0.0,373051406,1034630,36727080,3093984
47058,96900537,344,6079,16486400,48738304,280,380,0.0,0.0,329136553,1035929,32991716,2734716
45540,95077606,335,5995,46547456,75022336,327,447,0.0,0.0,461521265,1037269,35777422,2966790
48576,100581486,352,6337,9329152,42307584,244,391,0.0,0.0,255756425,1038525,32623526,2707982
48990,101002670,355,6384,6345216,23842816,245,372,0.0,0.0,235006737,1039915,37217424,3099130
47472,96580913,344,6091,32146944,48754688,299,400,0.0,0.0,420058277,1041186,34133926,2847216
51060,104676923,368,6593,14643200,40648704,259,383,0.0,0.0,283680043,1042290,34329752,2854538
50232,104477398,366,6599,10779136,24485888,272,375,0.0,0.0,256520202,1043684,40138558,3356808
51474,106483418,370,6686,4980224,24653824,244,373,0.0,0.0,225113197,1045050,37927512,3157446
49956,104288057,360,6594,10615296,24125440,259,361,0.0,0.0,247050369,1045050,27213852,2269502
50508,105425529,366,6658,6718976,24330240,261,370,0.0,0.0,260434124,1047794,13239168,1110832
48300,102428449,353,6448,5787648,24096768,245,343,0.0,0.0,263366421,1049202,37524850,3141940
49542,102693310,361,6474,6408704,23789568,254,354,0.0,0.0,285904025,1050576,46374444,3892956
46368,94282410,338,5961,15001600,48889856,283,410,0.0,0.0,336822724,1051872,29469340,2470576
49128,103354188,358,6535,14754816,41172992,253,384,0.0,0.0,248259743,1052960,32343946,2735372
50508,104688676,368,6607,4832768,24457216,244,365,0.0,0.0,250364915,1054349,40592104,3425842
50922,104726642,370,6626,8622080,24387584,263,365,0.0,0.0,291943427,1055744,40752766,3463176
50922,106277648,369,6691,7377408,24375296,252,392,0.0,0.0,227484133,1057103,47541292,4004026
50922,107515067,372,6776,5541888,24625152,254,364,0.0,0.0,272688554,1058509,41757960,3513750
49818,103226130,363,6548,6591488,24375296,257,382,0.0,0.0,220707356,1059893,37514952,3204918
47472,97189420,341,6147,4929536,23060480,242,362,0.0,0.0,264384155,1061266,49949506,4238010
46782,95326672,339,6035,20150272,48762880,298,424,0.0,0.0,342420196,1062544,42161810,3592534
51060,105435167,368,6647,11663872,41750528,280,411,0.0,0.0,296343262,1063606,39318026,3367680
49818,104566761,358,6597,11428864,24014848,272,349,0.0,0.0,329680442,1065014,48479360,4118734
48714,101356530,356,6384,6814208,24039424,255,371,0.0,0.0,277804990,1066429,52594378,4521052
36432,71441252,263,4517,4789248,18718720,192,279,0.0,0.0,219344459,1066429,21043884,1799736
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 15]
Points per series: 10000
Total series: 7500
Total points: 75000000
Total fields per point: 1
