sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
54924,111285384,397,7066,6116864,20926464,285,421,0.0,0.0,269281287,718758,71583032,6789513
49818,103498002,363,6562,6563328,19910656,266,381,0.0,0.0,272442701,720124,80699374,7601486
47472,98673573,344,6250,24672256,77996032,298,484,0.0,0.0,324986803,721268,64744306,6090272
53682,110545503,391,7017,6343680,20729856,272,419,0.0,0.0,258233565,722572,72549664,6827434
53268,110173014,388,6984,6169600,20869120,275,440,0.0,0.0,263101550,723914,68095338,6374532
54234,112035367,390,7102,8839680,21258240,287,410,0.0,0.0,276333594,725272,64639640,6078722
53682,110328272,393,7010,4847616,21065728,264,406,0.0,0.0,270689831,726645,81351186,7621226
53544,109004843,383,6921,5736960,20803584,262,408,0.0,0.0,254431880,728023,60792056,5677750
52992,110472969,386,7025,6146048,20926464,289,407,0.0,0.0,298271272,729372,60838298,5644918
48990,100648329,351,6374,5359104,19718144,269,393,0.0,0.0,303478650,730750,85095602,7938064
49956,101208803,362,6419,43422208,62918656,329,462,0.0,0.0,364873819,731916,74644152,6954486
8556,14929798,62,964,1378816,7147520,48,84,0.0,0.0,44327300,731916,9685620,901190
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 5]
Points per series: 10000
Total series: 2500
Total points: 25000000
Total fields per point: 1
